citric acid,chlorides,free sulfur dioxide,density,sulphates,alcohol,quality
0.17,0.073,6.0,0.9972,0.61,9.2,6
0.29,0.075,19.0,0.99718,0.64,9.5,5
0.02,0.072,9.0,0.9965,1.08,9.2,4
0.3,0.062,18.0,0.9952,0.9,11.3,7
0.42,0.069,9.0,0.99376,0.54,12.3,6
0.27,0.095,5.0,0.99747,0.62,9.1,6
0.07,0.102,32.0,1.00015,0.71,9.8,5
0.63,0.091,6.0,1.0004,0.49,9.5,5
0.23,0.066,5.0,0.9958,0.56,9.2,5
0.45,0.082,6.0,0.9988,0.66,9.2,6
0.0,0.064,40.0,0.995,0.93,10.7,6
0.54,0.095,21.0,1.0001,0.51,9.5,5
0.03,0.08,27.0,0.99592,0.47,9.2,5
0.1,0.073,25.0,0.99638,0.75,10.9,6
0.01,0.064,31.0,0.99371,0.57,11.8,6
0.0,0.077,25.0,0.99385,0.53,11.2,5
0.36,0.081,3.0,0.99702,0.78,10.9,6
0.07,0.091,15.0,0.99572,0.6,11.3,6
0.2,0.332,8.0,0.9968,0.9,10.5,6
0.48,0.052,5.0,0.99458,0.69,12.1,7
0.02,0.061,26.0,0.99489,0.82,10.9,6
0.03,0.08,27.0,0.99578,0.64,10.9,6
0.27,0.058,18.0,0.99518,0.85,11.1,6
0.13,0.078,34.0,0.99528,0.59,10.8,6
0.3,0.066,10.0,0.9964,0.67,11.2,7
0.29,0.075,19.0,0.99718,0.64,9.5,5
0.29,0.114,9.0,0.9974,1.56,9.1,5
0.51,0.079,14.0,0.9982,0.93,9.8,6
0.0,0.096,6.0,0.99569,0.58,9.5,5
0.1,0.081,45.0,0.9983,0.53,10.0,5
0.36,0.089,15.0,0.99745,0.57,10.4,4
0.32,0.069,35.0,0.99632,0.51,9.5,5
0.33,0.088,16.0,0.9972,0.58,10.7,6
0.26,0.083,17.0,0.99616,0.56,9.8,6
0.1,0.089,17.0,0.99803,0.55,9.5,5
0.02,0.078,8.0,0.99498,0.62,10.4,6
0.32,0.082,17.0,0.9968,0.55,9.5,5
0.39,0.068,6.0,0.99516,0.69,11.7,8
0.0,0.1,50.0,0.99544,0.68,11.4,6
0.52,0.074,13.0,0.99509,0.76,12.4,7
0.46,0.075,6.0,0.9976,1.02,10.8,7
0.04,0.068,19.0,0.99712,0.67,9.8,5
0.49,0.2,5.0,0.9994,0.63,8.4,3
0.19,0.111,33.0,0.99878,0.55,9.4,5
0.67,0.086,6.0,0.9988,0.69,13.4,8
0.46,0.091,10.0,0.99638,0.69,11.9,6
0.5,0.369,15.0,0.99634,1.1,9.4,5
0.26,0.084,11.0,0.9976,0.53,9.2,4
0.16,0.1,15.0,0.9966,0.64,9.3,5
0.39,0.08,41.0,0.99652,0.73,10.9,6
0.0,0.086,17.0,0.9976,0.54,9.5,5
0.3,0.073,31.0,0.99685,0.59,9.5,6
0.18,0.243,5.5,0.99612,0.6,10.3,6
0.05,0.074,8.0,0.9962,0.95,10.5,6
0.36,0.081,13.0,0.9972,0.64,9.2,5
0.08,0.067,19.0,0.99648,0.57,11.0,4
0.3,0.132,7.0,0.99786,1.18,10.2,5
0.14,0.038,15.0,0.99514,0.65,11.1,6
0.49,0.083,18.0,0.9982,0.6,9.5,5
0.03,0.058,4.0,0.9972,0.33,9.1,4
0.03,0.076,21.0,0.99745,0.6,9.8,5
0.4,0.068,41.0,0.99754,0.86,10.5,6
0.0,0.084,6.0,0.9983,0.96,9.9,6
0.26,0.097,7.0,0.9976,0.6,9.3,6
0.0,0.097,15.0,0.99675,0.58,9.2,6
0.0,0.076,33.0,0.99612,0.62,10.7,6
0.0,0.089,16.0,0.9943,0.52,9.9,5
0.02,0.077,11.0,0.99557,0.62,10.8,6
0.04,0.077,7.0,0.9987,0.91,9.4,6
0.46,0.05,5.0,0.9974,0.79,10.2,6
0.04,0.119,14.0,0.9962,0.6,10.9,6
0.06,0.086,20.0,0.9965,0.59,10.7,6
0.0,0.068,7.0,0.9969,0.56,9.6,5
0.0,0.063,11.0,0.99191,0.56,12.2,6
0.48,0.073,22.0,0.9972,0.7,9.6,4
0.35,0.054,7.0,0.99458,0.8,11.9,7
0.4,0.068,12.0,0.99486,0.75,12.6,7
0.49,0.06,26.0,0.9974,0.76,10.5,5
0.0,0.123,15.0,0.99538,0.63,11.3,6
0.34,0.08,26.0,0.9987,0.62,9.5,6
0.44,0.079,6.0,0.99605,0.63,10.7,5
0.49,0.115,20.0,0.9968,0.71,9.3,5
0.24,0.079,19.0,0.9991,0.56,10.1,6
0.52,0.094,17.0,1.0014,0.81,9.5,6
0.0,0.078,26.0,0.99522,0.68,10.8,6
0.0,0.076,11.0,0.9978,0.56,9.4,5
0.64,0.107,6.0,0.9973,0.66,11.8,7
0.57,0.093,30.0,0.9971,0.76,11.6,7
0.43,0.114,22.0,0.997,0.73,9.2,5
0.35,0.088,16.0,0.9961,0.55,9.2,5
0.03,0.078,16.0,0.99743,0.57,9.7,5
0.23,0.076,23.0,0.99686,0.58,9.5,6
0.47,0.077,5.0,0.9958,0.53,10.3,6
0.34,0.082,26.0,0.99356,0.59,12.5,7
0.64,0.122,10.0,0.998,0.66,12.5,6
0.08,0.097,22.0,0.9959,0.54,9.2,6
0.5,0.066,10.0,1.0,1.18,9.2,6
0.2,0.077,28.0,0.9956,0.64,10.4,6
0.25,0.081,14.0,0.9984,0.65,9.0,6
0.13,0.085,6.0,0.9984,0.59,9.2,6
0.0,0.057,15.0,0.99448,0.45,9.5,5
0.26,0.09,25.0,0.99975,0.62,9.7,5
0.48,0.069,18.0,0.9959,0.78,10.3,6
0.0,0.07,6.0,0.99593,0.64,10.0,6
0.45,0.071,6.0,0.99702,0.49,11.8,7
0.45,0.052,6.0,0.9948,0.7,12.5,6
0.49,0.075,10.0,0.9978,0.61,10.4,5
0.49,0.07,14.0,0.9991,0.56,9.6,4
0.29,0.083,21.0,0.99642,0.53,9.4,5
0.19,0.079,13.0,0.99547,0.64,9.8,6
0.47,0.087,6.0,0.99772,0.5,10.5,5
0.45,0.072,32.0,0.99617,0.77,12.0,6
0.65,0.096,22.0,0.9976,0.84,14.9,5
0.48,0.066,6.0,0.99724,0.87,10.9,6
0.52,0.132,17.0,0.99734,0.77,11.5,6
0.03,0.078,16.0,0.99743,0.57,9.7,5
0.21,0.074,5.0,0.9968,0.52,9.5,5
0.09,0.079,7.0,0.99669,0.61,10.2,5
0.0,0.08,14.0,0.9972,0.55,9.4,5
0.38,0.096,5.0,0.99666,0.52,9.4,5
0.02,0.073,9.0,0.9968,0.57,9.5,7
0.49,0.083,5.0,1.0,0.43,9.2,5
0.46,0.075,14.0,0.99598,0.84,11.4,6
0.01,0.077,3.0,0.995,0.46,9.8,5
0.03,0.084,18.0,0.9968,0.63,10.0,6
0.33,0.078,6.0,0.9957,0.58,11.2,5
0.4,0.063,21.0,0.9952,0.63,11.1,5
0.34,0.073,16.0,0.9936,0.66,12.4,6
0.31,0.093,19.0,0.99815,0.63,9.5,6
0.32,0.08,29.0,0.9974,0.64,10.3,5
0.31,0.09,26.0,0.9994,0.63,10.2,6
0.08,0.114,14.0,0.9971,0.66,9.6,6
0.38,0.06,19.0,0.99543,0.72,11.8,6
0.09,0.091,20.0,0.9976,0.86,10.6,7
0.24,0.103,6.0,0.9978,0.52,10.0,4
0.14,0.084,25.0,0.9981,0.56,9.7,5
0.33,0.074,27.0,0.99706,0.58,9.0,5
0.02,0.094,5.0,0.9993,0.8,9.7,5
0.39,0.077,6.0,0.99555,0.69,11.0,6
0.5,0.205,48.0,1.00242,0.75,8.8,5
0.3,0.065,16.0,0.99672,0.82,10.0,6
0.04,0.092,13.0,0.99647,0.47,10.0,5
0.32,0.08,26.0,0.99801,1.07,9.7,5
0.23,0.078,14.0,0.9976,0.62,9.4,5
0.29,0.096,20.0,0.9962,0.65,11.0,6
0.15,0.072,6.0,0.9955,0.57,9.4,5
0.39,0.095,5.0,0.9986,0.58,10.3,5
0.1,0.112,11.0,0.9963,0.5,9.5,5
0.41,0.058,15.0,0.99414,0.6,12.2,6
0.23,0.111,20.0,0.9964,0.61,9.3,5
0.0,0.124,21.0,0.9997,0.72,10.2,5
0.23,0.091,18.0,0.99922,0.51,9.4,5
0.14,0.077,27.0,0.9963,0.59,9.8,5
0.1,0.091,12.0,0.99888,0.54,9.5,6
0.0,0.081,12.0,0.99798,0.46,9.6,4
0.25,0.104,35.0,1.001,0.67,11.2,5
0.42,0.145,34.0,0.99832,0.86,9.9,3
0.08,0.089,14.0,0.99592,0.59,10.4,6
0.03,0.059,32.0,0.9952,0.56,12.3,7
0.24,0.079,16.0,0.99764,0.64,9.5,6
0.07,0.09,11.0,0.9979,0.76,9.7,6
0.0,0.055,7.0,0.99162,0.53,12.9,6
0.12,0.186,5.0,0.996,0.54,9.5,5
0.56,0.118,30.0,0.9968,0.66,9.4,5
0.38,0.08,12.0,0.9978,0.47,9.0,6
0.0,0.093,51.0,0.99558,0.45,9.5,5
0.09,0.054,34.0,0.99724,0.68,10.4,6
0.3,0.073,31.0,0.99685,0.59,9.5,6
0.08,0.09,32.0,0.9949,0.58,10.5,5
0.42,0.08,11.0,0.9974,0.8,9.4,6
0.2,0.075,9.0,0.9987,0.62,9.3,5
0.59,0.414,16.0,0.99702,1.34,9.2,5
0.32,0.067,7.0,0.99628,0.44,10.4,5
0.29,0.075,12.0,0.9965,0.68,11.5,6
0.32,0.062,31.0,0.99728,0.65,10.0,7
0.0,0.071,21.0,0.99632,0.45,9.4,5
0.1,0.112,11.0,0.9963,0.5,9.5,5
0.6,0.081,31.0,0.9996,0.73,10.5,5
0.49,0.075,3.0,0.9969,0.63,10.4,5
0.07,0.07,16.0,0.99572,0.6,9.3,5
0.14,0.086,3.0,0.9975,0.6,10.8,6
0.08,0.066,3.0,0.9954,0.58,9.4,5
0.53,0.074,6.0,0.9962,1.13,12.0,7
0.5,0.046,29.0,0.9902,0.66,13.6,6
0.46,0.104,6.0,0.99664,0.65,11.8,7
0.06,0.06,11.0,0.9962,0.59,10.8,7
0.11,0.09,16.0,0.9965,0.82,9.6,5
0.07,0.1,8.0,0.9961,0.58,9.6,5
0.12,0.114,15.0,0.99588,0.59,9.5,6
0.04,0.066,12.0,0.99636,0.56,9.9,5
0.4,0.091,6.0,0.99704,0.65,10.0333333333333,6
0.03,0.078,7.0,0.99587,0.39,9.5,5
0.22,0.072,11.0,0.9967,0.55,9.1,5
0.0,0.068,15.0,0.99292,0.59,12.5,6
0.45,0.08,6.0,0.99774,0.76,11.4,6
0.31,0.082,8.0,0.996,0.69,10.6,6
0.0,0.041,16.0,0.99258,0.59,12.5,6
0.05,0.084,13.0,0.9959,0.55,9.9,6
0.3,0.085,6.0,0.99346,0.46,11.9,6
0.42,0.09,35.0,0.999,0.7,9.5,6
0.08,0.076,15.0,0.9967,0.54,9.5,6
0.49,0.064,5.0,0.9999,0.87,10.9,5
0.32,0.082,7.0,0.9966,0.52,9.4,5
0.09,0.089,16.0,0.99402,0.56,11.6,6
0.23,0.076,23.0,0.99686,0.58,9.5,6
0.46,0.074,24.0,0.99534,0.85,11.0,7
0.24,0.06,19.0,0.9917,0.74,14.0,8
0.03,0.095,25.0,0.995,0.54,10.1,5
0.29,0.069,32.0,0.99654,0.57,10.0,5
0.15,0.079,17.0,0.9972,0.54,9.6,6
0.03,0.044,28.0,0.9908,0.82,14.0,8
0.01,0.079,24.0,0.99514,0.61,10.9,6
0.21,0.045,57.0,0.99341,0.44,9.5,5
0.07,0.075,16.0,0.99685,0.52,9.5,5
0.36,0.048,35.0,0.995,1.01,12.4,7
0.34,0.085,5.0,0.99683,0.65,10.6,7
0.49,0.059,5.0,0.9976,0.74,10.5,7
0.2,0.076,36.0,0.99494,0.4,9.3,5
0.1,0.063,34.0,0.9958,0.67,9.7,5
0.31,0.08,15.0,0.9978,0.64,9.0,5
0.07,0.1,20.0,0.99598,0.74,11.7,6
0.01,0.078,17.0,0.9955,0.61,12.8,6
0.0,0.081,6.0,0.9975,0.52,9.3,5
0.17,0.073,6.0,0.9972,0.61,9.2,6
0.29,0.194,14.0,0.99536,0.78,12.0,6
0.02,0.067,9.0,0.997,0.67,9.4,6
0.29,0.07,15.0,0.99577,0.54,11.1,5
0.04,0.078,4.0,0.998,0.54,9.7,4
0.37,0.063,11.0,0.99439,0.8,12.4,7
0.46,0.074,24.0,0.99534,0.85,11.0,7
0.1,0.074,20.0,0.99672,0.56,9.2,5
0.52,0.092,15.0,1.0,0.66,10.2,5
0.3,0.085,6.0,0.99346,0.46,11.9,6
0.63,0.071,6.0,0.9988,0.87,10.2,5
0.1,0.085,18.0,0.9956,0.52,10.2,5
0.01,0.074,48.0,0.99621,0.62,10.8,5
0.21,0.074,5.0,0.9968,0.52,9.5,5
0.57,0.106,5.0,0.99605,0.55,11.4,6
0.49,0.075,5.0,0.9994,0.57,11.4,5
0.26,0.089,23.0,0.99636,0.59,9.7,5
0.4,0.083,16.0,0.99782,0.48,9.4,5
0.0,0.166,6.0,0.99551,0.51,10.8,5
0.43,0.067,22.0,0.9946,0.6,11.9,6
0.18,0.176,52.0,0.9986,0.88,9.2,5
0.31,0.096,16.0,0.9982,0.7,10.0,7
0.42,0.072,23.0,0.99392,0.78,12.4,6
0.01,0.079,24.0,0.99514,0.61,10.9,6
0.47,0.066,6.0,0.9978,0.9,11.0,7
0.01,0.06,17.0,0.9952,0.58,9.8,6
0.0,0.055,27.0,0.9922,0.48,12.3,6
0.32,0.066,14.0,0.99364,0.56,12.6,6
0.31,0.056,15.0,0.99472,0.76,11.3,8
0.43,0.063,12.0,0.9955,0.81,11.2,7
0.21,0.075,41.0,0.99586,0.54,10.1,6
0.01,0.08,40.0,0.99683,0.73,9.7,5
0.71,0.124,6.0,0.9984,0.83,11.8,7
0.45,0.216,5.0,0.99358,0.81,12.5,7
0.32,0.078,35.0,0.998,0.48,9.4,5
0.48,0.1,14.0,0.9961,0.62,9.5,5
0.55,0.072,7.0,1.00012,0.68,10.9,6
0.19,0.076,10.0,0.9957,0.54,9.7,5
0.42,0.086,8.0,0.99546,0.6,11.4,6
0.34,0.076,8.0,0.99235,0.72,13.1,8
0.18,0.08,13.0,0.9972,0.59,9.0,6
0.11,0.093,11.0,0.99888,0.55,9.5,6
0.24,0.083,30.0,0.9959,0.58,10.0,5
0.58,0.07,15.0,1.0004,0.49,9.0,5
0.26,0.082,23.0,0.9978,0.55,9.4,5
0.16,0.069,11.0,0.9955,0.74,10.1,7
0.0,0.057,15.0,0.99448,0.45,9.5,5
0.18,0.07,12.0,0.99768,0.73,9.5,6
0.04,0.146,27.0,0.9984,0.7,9.4,5
0.36,0.075,10.0,0.9976,0.46,9.4,5
0.27,0.055,14.0,0.99516,0.8,11.2,5
0.03,0.09,7.0,0.9959,0.56,9.6,5
0.5,0.071,6.0,0.99791,0.6,10.4,4
0.73,0.066,6.0,0.9986,0.66,11.2,6
0.1,0.09,4.0,0.99745,0.65,9.55,5
0.36,0.074,12.0,0.9978,0.83,10.5,5
0.0,0.124,21.0,0.9997,0.72,10.2,5
0.2,0.082,9.0,0.99585,0.43,9.05,4
0.2,0.098,30.0,0.99892,0.58,9.2,5
0.0,0.065,24.0,0.9954,0.55,9.7,5
0.0,0.079,39.0,0.9956,0.84,11.4,6
0.18,0.08,13.0,0.9972,0.59,9.0,6
0.6,0.152,7.0,0.9986,1.06,9.4,5
0.53,0.128,7.0,0.9992,0.84,12.2,7
0.33,0.235,66.0,0.99787,0.56,9.5,5
0.52,0.09,9.0,0.99648,0.67,10.4,5
0.12,0.072,38.0,0.99504,0.89,11.8,6
0.19,0.082,15.0,0.99655,0.68,10.5,5
0.01,0.08,27.0,0.9955,0.58,10.7,6
0.66,0.088,10.0,1.001,0.68,9.8,6
0.32,0.087,10.0,0.9991,0.77,10.5,7
0.45,0.065,7.0,0.9947,0.79,14.0,6
0.4,0.044,25.0,0.99478,0.83,10.9,6
0.05,0.081,16.0,0.99564,0.6,10.3,6
0.04,0.057,5.0,0.99525,0.6,9.5,5
0.06,0.063,29.0,0.99489,0.83,10.3,6
0.38,0.096,5.0,0.99666,0.52,9.4,5
0.0,0.041,17.0,0.99346,0.73,11.4,5
0.23,0.094,16.0,0.9962,0.49,10.2,6
0.44,0.107,34.0,0.9978,1.22,9.5,5
0.12,0.12,25.0,0.99519,0.71,11.3,7
0.42,0.052,6.0,0.9963,0.82,11.9,6
0.36,0.071,17.0,0.9978,0.8,10.5,5
0.06,0.079,20.0,0.99628,0.69,10.9,5
0.45,0.06,20.0,0.9972,0.54,9.6,5
0.23,0.073,17.0,0.99675,0.57,9.3,5
0.24,0.102,13.0,1.0,0.56,10.0,6
0.51,0.052,13.0,0.995,0.9,13.4,7
0.04,0.068,7.0,0.99582,0.58,10.8,6
0.41,0.065,34.0,0.99492,0.85,11.4,6
0.32,0.079,16.0,0.99656,0.5,9.8,6
0.22,0.107,17.0,1.0004,0.98,9.9,6
0.45,0.119,34.0,0.99708,0.72,10.9,6
0.66,0.109,10.0,1.0,0.85,10.4,7
0.43,0.082,18.0,0.99708,0.68,9.7,6
0.03,0.077,7.0,0.99568,0.52,10.0,5
0.1,0.074,12.0,0.9959,0.58,10.2,6
0.49,0.085,6.0,1.0021,0.68,12.7,6
0.69,0.095,17.0,0.9994,0.61,10.8,6
0.14,0.067,10.0,0.9969,0.59,9.5,5
0.6,0.039,5.0,0.99585,0.86,12.4,6
0.51,0.104,4.0,0.9996,0.97,10.1,6
0.43,0.076,12.0,0.99551,0.75,10.2,6
0.26,0.08,31.0,0.99622,0.52,9.9,5
0.08,0.086,6.0,0.9974,0.5,9.0,4
0.33,0.095,28.0,0.9984,0.68,10.0,5
0.0,0.057,11.0,0.99488,0.56,11.8,4
0.53,0.06,3.0,0.99572,0.83,10.9,7
0.1,0.102,28.0,0.99565,0.49,9.8,6
0.33,0.061,3.0,0.996,1.1,10.0,8
0.49,0.092,25.0,0.9971,0.61,10.1,6
0.31,0.088,15.0,0.9969,0.79,9.3,5
0.0,0.08,22.0,0.99701,0.74,9.7,5
0.24,0.091,8.0,0.998,0.66,9.6,6
0.0,0.097,5.0,0.9966,0.54,10.7,3
0.04,0.049,5.0,0.9942,0.58,11.4,5
0.09,0.068,8.0,0.99735,0.44,10.0,5
0.08,0.093,10.0,0.9956,0.47,10.0,5
0.18,0.07,12.0,0.99768,0.73,9.5,6
0.58,0.092,11.0,0.99745,0.99,12.0,7
0.46,0.114,3.0,0.99901,0.6,10.9,6
0.27,0.088,7.0,0.9962,0.47,10.0,4
0.18,0.079,24.0,0.9965,0.58,9.4,5
0.04,0.049,5.0,0.9942,0.58,11.4,5
0.25,0.104,28.0,0.99784,0.57,9.1,5
0.09,0.084,11.0,0.9964,0.66,9.8,5
0.27,0.071,14.0,0.99388,0.63,12.0,6
0.21,0.07,9.0,0.99546,0.6,10.3,5
0.13,0.076,29.0,0.99574,0.75,11.0,6
0.31,0.082,23.0,0.9982,0.65,9.7,5
0.07,0.091,15.0,0.99572,0.6,11.3,6
0.13,0.056,14.0,0.99362,0.67,12.4,6
0.68,0.467,18.0,0.9973,1.31,9.3,5
0.33,0.084,15.0,0.9968,0.55,9.5,5
0.23,0.077,18.0,0.99625,0.65,9.3,5
0.0,0.041,16.0,0.99258,0.59,12.5,6
0.42,0.071,5.0,0.99659,0.75,10.5,6
0.02,0.062,37.0,0.99374,0.76,11.6,7
0.27,0.084,12.0,0.9964,0.71,11.0,5
0.24,0.077,6.0,0.9974,0.57,9.4,5
0.52,0.071,12.0,1.0006,0.56,9.0,6
0.34,0.087,24.0,0.9982,0.61,9.5,5
0.28,0.068,6.0,0.99682,0.53,10.3,5
0.08,0.064,18.0,0.99552,0.64,9.7,5
0.2,0.08,27.0,0.9972,1.12,9.1,4
0.0,0.065,28.0,0.99378,0.52,11.6,5
0.18,0.148,10.0,0.9969,1.36,10.2,6
0.22,0.1,7.0,0.9967,0.56,10.2,6
0.2,0.086,7.0,0.9946,0.46,10.0,5
0.53,0.23,19.0,0.9934,0.93,12.4,6
0.0,0.083,18.0,0.99768,0.54,9.4,5
0.35,0.08,23.0,0.9987,0.62,9.5,5
0.32,0.067,4.0,0.9928,0.55,12.8,7
0.14,0.056,15.0,0.99396,0.57,11.5,6
0.5,0.122,4.0,1.0006,0.7,10.2,5
0.57,0.08,6.0,0.99652,0.57,12.5,6
0.17,0.082,27.0,0.99634,0.64,10.4,5
0.01,0.059,11.0,0.99242,0.4,12.8,6
0.05,0.068,24.0,0.9961,0.57,11.5,6
0.0,0.07,7.0,0.99659,0.64,9.4,6
0.0,0.058,5.0,0.9977,0.63,10.4,6
0.23,0.066,35.0,0.99588,0.62,10.1,5
0.59,0.077,3.0,0.9994,0.78,9.6,5
0.12,0.143,7.0,0.9964,0.65,10.2,7
0.47,0.118,6.0,0.9982,0.75,9.8,6
0.53,0.101,3.0,0.99586,0.59,12.1,7
0.32,0.088,22.0,0.9979,0.62,10.1,5
0.55,0.136,24.0,0.99752,0.94,10.0,5
0.21,0.086,24.0,0.99556,0.53,10.1,6
0.37,0.081,17.0,0.99674,0.65,11.2,6
0.22,0.082,10.0,0.9983,0.62,9.5,5
0.29,0.127,6.0,0.9968,0.72,11.2,5
0.18,0.078,15.0,0.99638,0.54,9.8,5
0.31,0.088,12.0,0.9957,0.55,10.4,6
0.0,0.084,10.0,0.99656,0.5,9.8,5
0.51,0.415,12.0,0.99623,1.17,9.2,5
0.64,0.059,24.0,0.99494,0.71,11.2,6
0.48,0.343,6.0,0.9979,0.71,10.5,5
0.47,0.074,9.0,0.99638,0.76,12.0,6
0.49,0.27,23.0,0.9972,1.02,9.3,5
0.29,0.109,31.0,0.99801,0.5,9.1,5
0.65,0.075,6.0,0.99565,0.63,11.8,6
0.49,0.09,11.0,0.99498,0.64,12.1,7
0.45,0.08,6.0,0.99774,0.76,11.4,6
0.32,0.081,32.0,0.9964,0.72,11.0,6
0.3,0.074,15.0,0.9968,0.59,10.2,5
0.25,0.104,8.0,0.99769,0.72,9.6,5
0.32,0.09,43.0,0.9966,0.79,11.1,5
0.17,0.241,6.0,0.9961,0.59,10.3,6
0.04,0.076,8.0,0.99508,0.53,9.6,5
0.01,0.059,11.0,0.99242,0.4,12.8,6
0.21,0.086,20.0,0.99558,0.54,10.1,6
0.31,0.084,26.0,0.99824,0.64,10.1,6
0.32,0.081,32.0,0.9964,0.72,11.0,6
0.22,0.079,12.0,0.9976,0.51,9.6,5
0.07,0.089,10.0,0.99684,0.68,11.2,7
0.22,0.074,15.0,0.99438,0.82,11.2,6
0.27,0.083,17.0,0.99616,0.58,9.8,6
0.6,0.073,23.0,0.99656,0.79,11.1,6
0.0,0.087,3.0,0.99378,0.63,12.8,7
0.02,0.072,31.0,0.99566,0.68,11.0666666666667,6
0.27,0.11,34.0,0.99664,0.45,9.3,5
0.23,0.044,16.0,0.99352,0.65,12.5,6
0.28,0.078,21.0,0.998,0.51,9.8,5
0.02,0.066,8.0,0.9972,0.67,9.5,6
0.4,0.091,6.0,0.99704,0.65,10.0333333333333,6
0.02,0.08,15.0,0.99492,0.81,10.6,6
0.28,0.086,30.0,0.9979,0.53,9.4,5
0.27,0.08,11.0,0.99652,0.48,9.8,4
0.49,0.07,23.0,0.9922,0.5,11.5,6
0.49,0.096,21.0,0.99714,0.67,10.1,6
0.48,0.093,6.0,0.99408,0.62,12.4,7
0.12,0.072,38.0,0.99504,0.89,11.8,6
0.23,0.091,18.0,0.9994,0.64,10.3,6
0.45,0.067,7.0,0.99354,0.55,12.3,7
0.66,0.123,3.0,0.99642,0.53,11.9,6
0.09,0.049,17.0,0.9937,0.63,13.0,5
0.32,0.061,9.0,0.99416,0.49,11.3,7
0.0,0.166,6.0,0.99551,0.51,10.8,5
0.34,0.082,16.0,0.998,0.6,9.5,5
0.23,0.095,13.0,0.9998,0.59,9.7,5
0.48,0.065,5.0,0.9972,0.87,11.3,6
0.16,0.085,12.0,0.9968,0.62,9.5,7
0.61,0.112,13.0,0.997,0.54,9.1,5
0.19,0.094,19.0,0.99713,0.52,9.56666666666667,6
0.3,0.088,9.0,0.99725,1.18,10.5,6
0.34,0.094,10.0,0.99864,0.6,9.7,7
0.49,0.085,6.0,1.0021,0.68,12.7,6
0.23,0.077,23.0,0.9963,0.67,9.3,5
0.09,0.115,10.0,0.9971,0.62,9.5,5
0.25,0.081,10.0,0.99685,0.5,11.0,5
0.19,0.081,8.0,0.9984,0.58,10.5,6
0.5,0.079,28.0,0.9997,0.57,9.7,5
0.0,0.084,10.0,0.99656,0.5,9.8,5
0.26,0.07,36.0,0.9982,0.49,9.4,5
0.37,0.049,36.0,0.99007,0.44,12.7,6
0.24,0.077,18.0,0.9948,0.6,10.6,6
0.15,0.077,26.0,0.99314,0.82,11.6,6
0.17,0.084,25.0,0.99818,0.54,9.6,5
0.21,0.071,7.0,0.9964,0.55,9.7,5
0.26,0.401,16.0,0.9969,1.14,9.4,5
0.24,0.077,6.0,0.9974,0.57,9.4,5
0.24,0.078,1.0,0.999,0.87,10.3,6
0.75,0.084,23.0,0.9986,0.68,11.4,7
0.3,0.075,8.0,0.9959,0.56,10.4,6
0.02,0.096,10.0,0.995,0.53,11.8,6
0.25,0.118,9.0,0.99616,0.53,9.8,5
0.64,0.059,5.0,0.998,0.67,10.2,6
0.31,0.078,32.0,0.998,0.54,9.8,5
0.49,0.084,21.0,0.9987,0.57,9.7,5
0.44,0.075,10.0,1.00005,0.84,9.2,7
0.3,0.08,35.0,0.99693,0.5,9.4,5
0.64,0.122,10.0,0.998,0.66,12.5,6
0.38,0.058,10.0,0.9962,0.74,9.8,5
0.39,0.078,17.0,0.99444,0.77,12.5,7
0.06,0.06,11.0,0.9962,0.59,10.8,7
0.28,0.1,18.0,0.9966,0.67,9.4,5
0.34,0.082,5.0,0.9987,0.52,10.7,6
0.37,0.263,5.0,0.9971,1.09,9.3,5
0.22,0.094,5.0,0.99612,0.58,11.0,5
0.01,0.08,8.0,0.99746,0.73,10.5,5
0.21,0.08,33.0,0.9962,0.51,9.9,5
0.57,0.087,6.0,0.99676,0.72,11.1,7
0.5,0.068,13.0,0.996,0.87,11.4,6
0.05,0.086,4.0,0.9962,0.39,10.9,5
0.23,0.051,28.0,0.9952,0.55,12.1,6
0.19,0.075,22.0,0.99522,0.78,10.0,6
0.15,0.076,22.0,0.9957,0.62,9.3,5
0.4,0.073,14.0,0.99556,0.51,10.9,6
0.09,0.074,4.0,0.99534,0.45,9.6,5
0.0,0.082,8.0,0.9964,0.59,9.8,6
0.78,0.074,23.0,0.99677,0.48,10.5,6
0.19,0.094,30.0,0.99787,0.5,10.0,6
0.0,0.081,21.0,0.99518,0.52,10.8,5
0.28,0.087,18.0,1.0001,0.53,9.7,5
0.17,0.072,11.0,0.9963,0.45,9.3,5
0.49,0.088,39.0,0.9966,0.78,11.0,5
0.13,0.076,15.0,0.9973,0.64,9.8,5
0.04,0.119,14.0,0.9962,0.6,10.9,6
0.39,0.106,8.0,0.9986,0.5,9.6,5
0.25,0.067,72.0,0.99721,0.54,10.3,6
0.52,0.082,6.0,0.998,0.51,9.5,5
0.21,0.088,21.0,0.99692,0.83,11.1,6
0.08,0.068,28.0,0.99651,0.82,9.5,6
0.14,0.089,9.0,0.9984,0.63,9.8,5
0.12,0.178,6.0,0.996,0.87,9.8,6
0.05,0.075,5.0,0.99616,0.44,9.6,4
0.58,0.174,6.0,0.997,0.7,11.3,6
0.37,0.057,14.0,0.99614,0.49,9.3,4
0.69,0.078,12.0,0.9958,0.65,12.8,6
0.14,0.087,21.0,0.9964,0.57,10.5,6
0.28,0.012,36.0,0.99064,0.39,11.7,7
0.39,0.054,6.0,0.9976,0.47,10.0,5
0.33,0.081,22.0,0.9949,0.75,11.1,6
